Course,Department Name,Title,Pre Req
SA.552.119,SA Asia,Korea Study Trip,
SA.552.120,SA Asia,Korean Civil Society: Issues and Analysis,
SA.552.121,SA Asia,Research Seminar: Asia in Washington DC,
SA.918.994,SA Burmese,Burmese Language Placement Test,
SA.550.400,SA China,Chinese Foreign Direct Investment & US National Security Vulnerabilities,
SA.553.100,SA China,New China Course,
SA.553.102,SA China,China and International Law,
SA.553.103,SA China,China's Political Economy in Transition,
SA.553.104,SA China,Chinese Foreign Policy,
SA.553.105,SA China,Contemporary Chinese Politics,
SA.553.106,SA China,Leadership in China,
SA.553.107,SA China,"The Turbulent Triangle: Taiwan, China and the United States",
SA.553.108,SA China,China's Maritime Power and Asian Maritime Security,
SA.553.109,SA China,China's Growing Global Economic Influence,
SA.553.110,SA China,U.S.-China Relations,
SA.553.113,SA China,Research Seminar: China and Its Strategic Frontiers,
SA.750.752,SA China Studies,Leadership in China,
SA.902.000,SA Chinese,Chinese,
SA.902.994,SA Chinese,Chinese Language Placement Test,
SA.902.995,SA Chinese,Chinese Listening Proficiency,SA.902.721[C] OR SA.902.722[C] OR SA.902.723[C] OR SA.902.724[C] OR SA.902.730[C] OR SA.902.731[C] OR SA.902.732[C] OR SA.902.733[C] OR SA.902.734[C] OR SA.902.994[C]
SA.902.996,SA Chinese,Chinese Speaking Proficiency,SA.902.721[C] OR SA.902.722[C] OR SA.902.723[C] OR SA.902.724[C] OR SA.902.730[C] OR SA.902.731[C] OR SA.902.732[C] OR SA.902.733[C] OR SA.902.734[C] OR SA.902.994[C]
SA.902.997,SA Chinese,Chinese Reading Proficiency,SA.902.721[C] OR SA.902.722[C] OR SA.902.723[C] OR SA.902.724[C] OR SA.902.730[C] OR SA.902.731[C] OR SA.902.732[C] OR SA.902.733[C] OR SA.902.734[C] OR SA.902.994[C]
SA.640.718,SA Conflict Management,Principles & Practices of Conflict Management,
SA.100.103,SA Core Courses,"Leadership, Ethics and Decision-Making",
SA.100.501,SA Data Analytics,Statistics for Data Analysis,
SA.500.100,"SA Development, Climate, and Sustainability",Green New Deals,
SA.500.101,"SA Development, Climate, and Sustainability",Financial Crises and Policy Dilemmas in Emerging Markets,
SA.500.102,"SA Development, Climate, and Sustainability","Corporate Sustainability, Business & Human Rights",
SA.500.103,"SA Development, Climate, and Sustainability","Climate Change Impacts: Foundations, Problems, and Solutions",
SA.500.104,"SA Development, Climate, and Sustainability",Climate Change: Economics and Politics,
SA.500.105,"SA Development, Climate, and Sustainability",Comparative Energy and Environmental Governance,
SA.500.106,"SA Development, Climate, and Sustainability",Development Strategies,
SA.500.107,"SA Development, Climate, and Sustainability",Digital Development: Innovative Use of Technology in Emerging Markets,
SA.500.108,"SA Development, Climate, and Sustainability",Energy Economics,
SA.500.109,"SA Development, Climate, and Sustainability","Facing the Oil Problem: The United States, Canada, OPEC and the World",
SA.500.110,"SA Development, Climate, and Sustainability",Fundamentals of International Law,
SA.500.111,"SA Development, Climate, and Sustainability",Geospatial Dimensions of Energy and Environment (GIS),
SA.500.112,"SA Development, Climate, and Sustainability",Global Electricity Markets,
SA.500.113,"SA Development, Climate, and Sustainability",Global Governance of Energy and Environment,
SA.500.114,"SA Development, Climate, and Sustainability",Global Health Policy,
SA.500.115,"SA Development, Climate, and Sustainability","Humanitarianism, Aid & Politics",
SA.500.116,"SA Development, Climate, and Sustainability",International Development Practicum,
SA.500.117,"SA Development, Climate, and Sustainability",International Environmental Law: Crisis and Cooperation,
SA.500.118,"SA Development, Climate, and Sustainability",Energy & Environment Practicum,
SA.500.119,"SA Development, Climate, and Sustainability",International Human Rights Law Clinic,
SA.500.120,"SA Development, Climate, and Sustainability","International Migration, Diasporas and Development",
SA.500.121,"SA Development, Climate, and Sustainability",Energy and Environment in the 21st Century: The Fundamentals of a Global Transition,
SA.500.122,"SA Development, Climate, and Sustainability",Life Cycle Assessment,
SA.500.123,"SA Development, Climate, and Sustainability","Global Natural Gas and LNG Markets: Fundamentals, Forecasting and Political Drivers",
SA.500.124,"SA Development, Climate, and Sustainability",Nuclear Non-Proliferation Challenges in the 21st Century,
SA.500.125,"SA Development, Climate, and Sustainability",Reimagining International Development for Children and Youth,
SA.500.126,"SA Development, Climate, and Sustainability",Renewable and Distributed Energy Policy,
SA.500.127,"SA Development, Climate, and Sustainability",Research Seminar: Energy and Climate,
SA.500.128,"SA Development, Climate, and Sustainability",Sustainable Development in the Era of Climate Disruption,
SA.500.129,"SA Development, Climate, and Sustainability",The Geopolitics of Energy,
SA.500.130,"SA Development, Climate, and Sustainability","The Water, Energy and Food Nexus",
SA.500.131,"SA Development, Climate, and Sustainability",Venture Capital and Impact Investing in Emerging Markets,SA.380.760[C] OR SA.510.102[C]
SA.500.132,"SA Development, Climate, and Sustainability",Practicum on Responsible Digital Development: Ethical Considerations in Implementing Digital Solutions,
SA.500.133,"SA Development, Climate, and Sustainability","Theories of Change in Development: The Good, The Bad, and the Ugly",
SA.500.134,"SA Development, Climate, and Sustainability",Global Energy and Climate Policy,
SA.500.135,"SA Development, Climate, and Sustainability",Economic Development in Latin America,
SA.500.136,"SA Development, Climate, and Sustainability",Challenges for Food and Agricultural Policies,
SA.500.137,"SA Development, Climate, and Sustainability",Energy and Climate Change,
SA.500.138,"SA Development, Climate, and Sustainability","Rural Development, Gender and Social Inclusion",
SA.500.139,"SA Development, Climate, and Sustainability",The Politics of Disaster in the Middle East and Beyond,
SA.500.140,"SA Development, Climate, and Sustainability",Labor Markets in Developing Economies,
SA.500.142,"SA Development, Climate, and Sustainability",Financial Inclusion,
SA.500.143,"SA Development, Climate, and Sustainability",Carbon Neutrality by Mid-Century: how to get there?,
SA.500.144,"SA Development, Climate, and Sustainability",Agricultural Development,
SA.500.145,"SA Development, Climate, and Sustainability",Gender Lens Investing in Global Supply Chains,
SA.500.146,"SA Development, Climate, and Sustainability",Complex Crises and Gender in International Relations,
SA.500.148,"SA Development, Climate, and Sustainability",Development Finance and the Sustainable Development Goals,
SA.500.149,"SA Development, Climate, and Sustainability",Global Environmental Politics,
SA.500.150,"SA Development, Climate, and Sustainability","The Climate, Energy, and Development Challenge in Developing Economies",
SA.680.680,"SA Energy, Resources & Environment","Introduction to Energy, Resources & Environment",
SA.903.728,SA English,English for Academic Purposes I,
SA.903.729,SA English,English for Academic Purposes II,
SA.903.994,SA English,English Language Diagnostic Test,
SA.903.995,SA English,English Listening Proficiency,SA.903.741[C] OR SA.903.743[C] OR SA.903.745[C] OR SA.903.740[C] OR SA.903.742[C] OR SA.903.744[C] OR SA.903.994[C]
SA.903.996,SA English,English Speaking Proficiency,SA.903.741[C] OR SA.903.743[C] OR SA.903.745[C] OR SA.903.740[C] OR SA.903.742[C] OR SA.903.744[C] OR SA.903.994[C] OR SA.903.994[C]
SA.903.997,SA English,English Reading Proficiency,SA.903.740[C] OR SA.903.742[C] OR SA.903.744[C] OR SA.903.741[C] OR SA.903.743[C] OR SA.903.745[C] OR SA.903.994[C]
SA.903.998,SA English,English Writing Proficiency,SA.903.740[C] OR SA.903.742[C] OR SA.903.744[C] OR SA.903.741[C] OR SA.903.743[C] OR SA.903.745[C] OR SA.903.994[C]
SA.554.100,SA Europe and Eurasia,Central Asia Practicum: The Pivot of All Eurasia,
SA.554.101,SA Europe and Eurasia,Europe and Islam,
SA.554.102,SA Europe and Eurasia,Politics of Protest in Europe and Eurasia,
SA.554.103,SA Europe and Eurasia,Russia: The Making (and Unmaking) of a Super Power,
SA.554.104,SA Europe and Eurasia,The Balkans: From Fragmentation to What?,
SA.554.105,SA Europe and Eurasia,The New Turkey,
SA.554.106,SA Europe and Eurasia,Contemporary Germany,
SA.554.107,SA Europe and Eurasia,Eurasia's Transformation and the Global Implications,
SA.554.108,SA Europe and Eurasia,Russian National Security Policy,
SA.554.109,SA Europe and Eurasia,Russia’s Post-Soviet Space,
SA.554.110,SA Europe and Eurasia,Contemporary Transatlantic Relations,
SA.554.111,SA Europe and Eurasia,Ukraine and Russia: Sovereignty Clashed with Empire,
SA.554.112,SA Europe and Eurasia,European Union Grand Strategy,
SA.710.725,SA European and Eurasian Studies,"State, Society, and Violence in Russia and Eastern Europe",
SA.710.729,SA European and Eurasian Studies,"Democracy, Dissidence and Dictatorship",
SA.710.737,SA European and Eurasian Studies,"Writing for Policy: A workshop on the journal, 'Survival: Global Politics and Strategy'",
SA.710.907,SA European and Eurasian Studies,European Financial Markets,
SA.904.994,SA French,French Language Placement Test,
SA.904.995,SA French,French Listening Proficiency,SA.904.722[C] OR SA.904.723[C] OR SA.904.730[C] OR SA.904.731[C] OR SA.904.732[C] OR SA.904.733[C] OR SA.904.994[C]
SA.904.996,SA French,French Speaking Proficiency,SA.904.722[C] OR SA.904.723[C] OR SA.904.730[C] OR SA.904.731[C] OR SA.904.732[C] OR SA.904.733[C] OR SA.904.994[C]
SA.904.997,SA French,French Reading Proficiency,SA.904.722[C] OR SA.904.723[C] OR SA.904.730[C] OR SA.904.731[C] OR SA.904.732[C] OR SA.904.733[C] OR SA.904.994[C]
SA.904.998,SA French,French Writing Proficiency,SA.904.722[C] OR SA.904.723[C] OR SA.904.730[C] OR SA.904.731[C] OR SA.904.732[C] OR SA.904.733[C] OR SA.904.994[C]
SA.905.994,SA German,German Language Placement Test,
SA.905.995,SA German,German Listening Proficiency,SA.905.722[C] OR SA.905.723[C] OR SA.905.730[C] OR SA.905.731[C] OR SA.905.732[C] OR SA.905.733[C]
SA.905.996,SA German,German Speaking Proficiency,SA.905.722[C] OR SA.905.723[C] OR SA.905.730[C] OR SA.905.731[C] OR SA.905.732[C] OR SA.905.733[C]
SA.905.997,SA German,German Reading Proficiency,SA.905.722[C] OR SA.905.723[C] OR SA.905.730[C] OR SA.905.731[C] OR SA.905.732[C] OR SA.905.733[C]
SA.905.998,SA German,German Writing Proficiency,SA.905.722[C] OR SA.905.723[C] OR SA.905.730[C] OR SA.905.731[C] OR SA.905.732[C] OR SA.905.733[C]
SA.620.000,SA Global Policy,Global Policy Independent Study,
SA.620.720,SA Global Policy,International Politics,
SA.620.721,SA Global Policy,Comparative Politics,
SA.620.722,SA Global Policy,Global Trade and Policy,
SA.620.723,SA Global Policy,Strategy and the Use of Force,
SA.620.724,SA Global Policy,Issues in American Foreign Policy and Grand Strategy,
SA.620.725,SA Global Policy,International Monetary Policy and Banking,
SA.620.726,SA Global Policy,Topics in International Development,
SA.620.727,SA Global Policy,International Law,
SA.620.728,SA Global Policy,Conflict Management and Negotiations,
SA.620.729,SA Global Policy,Leading Change in Global Environment/Global Residency,
SA.620.731,SA Global Policy,Geopolitics of Energy,
SA.620.732,SA Global Policy,Economics of Competitor and Adversary Nations,
SA.620.733,SA Global Policy,Sustainable Energy Policy,
SA.620.740,SA Global Policy,International Policy Residency,
SA.620.741,SA Global Policy,Policy Simulation Residency,
SA.620.742,SA Global Policy,Multilateral Policy Residency,
SA.620.764,SA Global Policy,Politics and Risk,
SA.620.767,SA Global Policy,Global Trends from a Developing World Perspective,
SA.620.768,SA Global Policy,National Security Policy Making,
SA.620.769,SA Global Policy,Economic Statecraft,
SA.620.771,SA Global Policy,Cyber Policy,
SA.620.773,SA Global Policy,Transnational Migration and Illicit Networks,
SA.620.774,SA Global Policy,Wartime Decision-Making,
SA.620.775,SA Global Policy,Art of Diplomacy,
SA.620.776,SA Global Policy,Chinese Foreign and Defense Policy,
SA.620.777,SA Global Policy,Governance and Development,
SA.620.778,SA Global Policy,"US Intelligence, Oversight, and the Global Context",
SA.620.779,SA Global Policy,Urban Governance in the Face of Risk,
SA.620.780,SA Global Policy,Security and Conflict in Latin America,
SA.620.781,SA Global Policy,Social Origins of Authoritarianism and Democracy in Greater China,
SA.620.782,SA Global Policy,International Law and Cybersecurity,
SA.620.783,SA Global Policy,Contemporary Issues in Latin America,
SA.620.784,SA Global Policy,Technology & Geopolitical Risk,
SA.620.785,SA Global Policy,"Following the Money: Financial Watchdogs, Crime, and Innovation in a Hyper-connected World",
SA.635.700,SA Global Risk,Microeconomics and International Trade Theory,
SA.635.709,SA Global Risk,Mathematics and Statistics,
SA.635.710,SA Global Risk,Static Models for Understanding Risk,
SA.635.715,SA Global Risk,Economics of Global Markets,
SA.635.720,SA Global Risk,Systemic Approaches to Understanding Risk,
SA.635.725,SA Global Risk,Statistical Analysis and Financial Management,
SA.635.730,SA Global Risk,Risk and Crisis in the Global Economy,
SA.635.735,SA Global Risk,Quantitative Models for Risk Assessment,
SA.635.740,SA Global Risk,Understanding Risk in Complex Environment,
SA.635.745,SA Global Risk,Regions of the World 1,
SA.635.746,SA Global Risk,Regions of the World: Europe,
SA.635.750,SA Global Risk,Regions of the World 2,
SA.635.900,SA Global Risk,MAGR Capstone Residency I,
SA.635.901,SA Global Risk,MAGR Capstone Residency II,
SA.635.902,SA Global Risk,MAGR Capstone,
SA.501.102,"SA Governance, Politics and Society",Transnational Advocacy,
SA.501.103,"SA Governance, Politics and Society",Multiculturalism & the Human Rights of Women,
SA.503.100,"SA Governance, Politics and Society",Comparative Political Economy,
SA.503.101,"SA Governance, Politics and Society",Contemporary Theory in International Relations,
SA.503.102,"SA Governance, Politics and Society",International and Comparative Political Economy of Developing Countries,
SA.503.103,"SA Governance, Politics and Society",International Investment Law,
SA.503.104,"SA Governance, Politics and Society",International Political Economy of Emerging Markets,
SA.503.105,"SA Governance, Politics and Society",Politics of International Economy,
SA.503.106,"SA Governance, Politics and Society",Public Opinion as a Driver for Policymakers: Analytical Tools and Illustrative Case Studies,
SA.503.107,"SA Governance, Politics and Society",Research Seminar: Political Economy in the Shadow of Conflict,
SA.503.108,"SA Governance, Politics and Society",Watching Wall Street from Washington: Financial Market Analysis for the Public Sector,SA.100.304[C] OR SA.300.701[C] OR SA.300.706[C] OR SA.999.701[C]
SA.503.109,"SA Governance, Politics and Society",International Human Rights Law,
SA.503.110,"SA Governance, Politics and Society",Soft Power in Hard Times: The Global Politics of Influence,
SA.503.111,"SA Governance, Politics and Society",Political Systems of the Developing World,
SA.503.112,"SA Governance, Politics and Society","After Afghanistan - Any Future for Peace Operations, Peacekeeping & Peacebuilding?",
SA.503.113,"SA Governance, Politics and Society",Civil Wars and Interventions,
SA.503.114,"SA Governance, Politics and Society",Constitutional Development and Democratization,
SA.503.115,"SA Governance, Politics and Society",Russia and Ukraine in Peace and War,
SA.503.116,"SA Governance, Politics and Society",Law and Institutions of the European Union,
SA.503.117,"SA Governance, Politics and Society",Great Powers,
SA.503.118,"SA Governance, Politics and Society",21st Century Trade Rules: Basic Principles and Emerging Issues,
SA.503.119,"SA Governance, Politics and Society",Negotiation in the Making of International Law,
SA.503.120,"SA Governance, Politics and Society",Japanese Grand Strategy,
SA.503.121,"SA Governance, Politics and Society",Autocracy from Early States to the 21st Century,
SA.503.122,"SA Governance, Politics and Society",International Trade Law,
